amostra,botao,bruto,pct,tempC,estado
692,0,954,93.26,93.26,PERIGO
693,0,954,93.26,93.26,PERIGO
694,0,954,93.26,93.26,PERIGO
695,0,954,93.26,93.26,PERIGO
696,0,954,93.26,93.26,PERIGO
697,0,954,93.26,93.26,PERIGO
698,0,954,93.26,93.26,PERIGO
699,0,954,93.26,93.26,PERIGO
700,0,954,93.26,93.26,PERIGO
701,0,954,93.26,93.26,PERIGO
702,0,954,93.26,93.26,PERIGO
703,0,954,93.26,93.26,PERIGO
704,0,954,93.26,93.26,PERIGO
705,0,954,93.26,93.26,PERIGO
706,0,954,93.26,93.26,PERIGO
707,0,954,93.26,93.26,PERIGO
708,0,954,93.26,93.26,PERIGO
709,0,954,93.26,93.26,PERIGO
710,0,954,93.26,93.26,PERIGO
711,0,954,93.26,93.26,PERIGO
712,0,954,93.26,93.26,PERIGO
713,0,954,93.26,93.26,PERIGO
714,0,954,93.26,93.26,PERIGO
715,0,954,93.26,93.26,PERIGO
716,0,954,93.26,93.26,PERIGO
717,0,954,93.26,93.26,PERIGO
718,0,954,93.26,93.26,PERIGO
719,0,954,93.26,93.26,PERIGO
720,0,954,93.26,93.26,PERIGO
721,0,954,93.26,93.26,PERIGO
722,0,954,93.26,93.26,PERIGO
723,0,954,93.26,93.26,PERIGO
724,0,954,93.26,93.26,PERIGO
725,0,954,93.26,93.26,PERIGO
726,0,954,93.26,93.26,PERIGO
727,0,954,93.26,93.26,PERIGO
728,0,954,93.26,93.26,PERIGO
729,0,954,93.26,93.26,PERIGO
730,0,954,93.26,93.26,PERIGO
731,0,954,93.26,93.26,PERIGO
732,0,954,93.26,93.26,PERIGO
733,0,954,93.26,93.26,PERIGO
734,0,954,93.26,93.26,PERIGO
735,0,954,93.26,93.26,PERIGO
736,0,954,93.26,93.26,PERIGO
737,0,954,93.26,93.26,PERIGO
738,0,954,93.26,93.26,PERIGO
739,0,854,83.48,83.48,ATENCAO
740,0,854,83.48,83.48,ATENCAO
741,0,854,83.48,83.48,ATENCAO
742,0,854,83.48,83.48,ATENCAO
743,0,854,83.48,83.48,ATENCAO
744,0,854,83.48,83.48,ATENCAO
745,0,854,83.48,83.48,ATENCAO
746,0,854,83.48,83.48,ATENCAO
747,0,854,83.48,83.48,ATENCAO
748,0,854,83.48,83.48,ATENCAO
749,0,854,83.48,83.48,ATENCAO
750,0,854,83.48,83.48,ATENCAO
751,0,854,83.48,83.48,ATENCAO
752,0,854,83.48,83.48,ATENCAO
753,0,854,83.48,83.48,ATENCAO
754,0,854,83.48,83.48,ATENCAO
755,0,854,83.48,83.48,ATENCAO
756,0,854,83.48,83.48,ATENCAO
757,0,854,83.48,83.48,ATENCAO
758,0,768,75.07,75.07,ATENCAO
759,0,768,75.07,75.07,ATENCAO
760,0,768,75.07,75.07,ATENCAO
761,0,768,75.07,75.07,ATENCAO
762,0,768,75.07,75.07,ATENCAO
763,0,768,75.07,75.07,ATENCAO
764,0,768,75.07,75.07,ATENCAO
765,0,768,75.07,75.07,ATENCAO
766,0,768,75.07,75.07,ATENCAO
767,0,768,75.07,75.07,ATENCAO
768,0,768,75.07,75.07,ATENCAO
769,0,768,75.07,75.07,ATENCAO
770,0,768,75.07,75.07,ATENCAO
771,0,768,75.07,75.07,ATENCAO
772,0,768,75.07,75.07,ATENCAO
773,0,768,75.07,75.07,ATENCAO
774,0,768,75.07,75.07,ATENCAO
775,0,768,75.07,75.07,ATENCAO
776,0,768,75.07,75.07,ATENCAO
777,0,768,75.07,75.07,ATENCAO
778,0,768,75.07,75.07,ATENCAO
779,0,768,75.07,75.07,ATENCAO
780,0,768,75.07,75.07,ATENCAO
781,0,768,75.07,75.07,ATENCAO
782,0,768,75.07,75.07,ATENCAO
783,0,768,75.07,75.07,ATENCAO
784,0,768,75.07,75.07,ATENCAO
785,0,768,75.07,75.07,ATENCAO
786,0,768,75.07,75.07,ATENCAO
787,0,768,75.07,75.07,ATENCAO
788,0,768,75.07,75.07,ATENCAO
789,0,768,75.07,75.07,ATENCAO
790,0,768,75.07,75.07,ATENCAO
791,0,186,18.18,18.18,NORMAL
792,0,186,18.18,18.18,NORMAL
793,0,186,18.18,18.18,NORMAL
794,0,186,18.18,18.18,NORMAL
795,0,186,18.18,18.18,NORMAL
796,0,186,18.18,18.18,NORMAL
797,0,186,18.18,18.18,NORMAL
798,0,186,18.18,18.18,NORMAL
799,0,186,18.18,18.18,NORMAL
800,0,186,18.18,18.18,NORMAL
801,0,186,18.18,18.18,NORMAL
802,0,186,18.18,18.18,NORMAL
803,0,186,18.18,18.18,NORMAL
804,0,186,18.18,18.18,NORMAL
805,0,186,18.18,18.18,NORMAL
806,0,186,18.18,18.18,NORMAL
807,0,186,18.18,18.18,NORMAL
808,0,186,18.18,18.18,NORMAL
809,0,186,18.18,18.18,NORMAL
810,0,186,18.18,18.18,NORMAL
811,0,186,18.18,18.18,NORMAL
812,0,186,18.18,18.18,NORMAL
813,0,838,81.92,81.92,ATENCAO
814,0,838,81.92,81.92,ATENCAO
815,0,838,81.92,81.92,ATENCAO
816,0,838,81.92,81.92,ATENCAO
817,0,838,81.92,81.92,ATENCAO
818,0,838,81.92,81.92,ATENCAO
819,0,838,81.92,81.92,ATENCAO
820,0,838,81.92,81.92,ATENCAO
821,0,838,81.92,81.92,ATENCAO
822,0,838,81.92,81.92,ATENCAO
823,0,838,81.92,81.92,ATENCAO
824,0,838,81.92,81.92,ATENCAO
825,0,838,81.92,81.92,ATENCAO
826,0,838,81.92,81.92,ATENCAO
827,0,838,81.92,81.92,ATENCAO
828,0,838,81.92,81.92,ATENCAO
829,0,838,81.92,81.92,ATENCAO
830,0,838,81.92,81.92,ATENCAO
831,0,838,81.92,81.92,ATENCAO
832,0,838,81.92,81.92,ATENCAO
833,0,838,81.92,81.92,ATENCAO
834,0,838,81.92,81.92,ATENCAO
835,0,838,81.92,81.92,ATENCAO
836,0,838,81.92,81.92,ATENCAO
837,0,838,81.92,81.92,ATENCAO
838,0,838,81.92,81.92,ATENCAO
839,0,838,81.92,81.92,ATENCAO
840,0,838,81.92,81.92,ATENCAO
841,0,838,81.92,81.92,ATENCAO
842,0,838,81.92,81.92,ATENCAO
843,0,838,81.92,81.92,ATENCAO
844,0,838,81.92,81.92,ATENCAO
845,0,838,81.92,81.92,ATENCAO
846,0,838,81.92,81.92,ATENCAO
847,0,838,81.92,81.92,ATENCAO
848,0,838,81.92,81.92,ATENCAO
849,0,0,0.00,0.00,NORMAL
850,0,0,0.00,0.00,NORMAL
851,0,0,0.00,0.00,NORMAL
852,0,0,0.00,0.00,NORMAL
853,0,0,0.00,0.00,NORMAL
854,0,0,0.00,0.00,NORMAL
855,0,0,0.00,0.00,NORMAL
856,0,0,0.00,0.00,NORMAL
857,0,0,0.00,0.00,NORMAL
858,0,0,0.00,0.00,NORMAL
859,0,0,0.00,0.00,NORMAL
860,0,0,0.00,0.00,NORMAL
861,0,0,0.00,0.00,NORMAL
862,0,0,0.00,0.00,NORMAL
863,0,0,0.00,0.00,NORMAL
864,0,0,0.00,0.00,NORMAL
865,0,0,0.00,0.00,NORMAL
866,0,0,0.00,0.00,NORMAL
867,0,0,0.00,0.00,NORMAL
868,0,0,0.00,0.00,NORMAL
869,0,100,9.78,9.78,NORMAL
870,0,100,9.78,9.78,NORMAL
871,0,100,9.78,9.78,NORMAL
872,0,100,9.78,9.78,NORMAL
873,0,100,9.78,9.78,NORMAL
874,0,100,9.78,9.78,NORMAL
875,0,100,9.78,9.78,NORMAL
876,0,100,9.78,9.78,NORMAL
877,0,200,19.55,19.55,NORMAL
878,0,200,19.55,19.55,NORMAL
879,0,200,19.55,19.55,NORMAL
880,0,200,19.55,19.55,NORMAL
881,0,200,19.55,19.55,NORMAL
882,0,200,19.55,19.55,NORMAL
883,0,200,19.55,19.55,NORMAL
884,0,200,19.55,19.55,NORMAL
885,0,256,25.02,25.02,NORMAL
886,0,256,25.02,25.02,NORMAL
887,0,256,25.02,25.02,NORMAL
888,0,256,25.02,25.02,NORMAL
889,0,256,25.02,25.02,NORMAL
890,0,256,25.02,25.02,NORMAL
891,0,256,25.02,25.02,NORMAL
892,0,256,25.02,25.02,NORMAL
893,0,256,25.02,25.02,NORMAL
894,0,256,25.02,25.02,NORMAL
895,0,256,25.02,25.02,NORMAL
896,0,256,25.02,25.02,NORMAL
897,0,256,25.02,25.02,NORMAL
898,0,256,25.02,25.02,NORMAL
899,0,256,25.02,25.02,NORMAL
900,0,256,25.02,25.02,NORMAL
901,0,256,25.02,25.02,NORMAL
902,0,256,25.02,25.02,NORMAL
903,0,256,25.02,25.02,NORMAL
904,0,256,25.02,25.02,NORMAL
905,0,256,25.02,25.02,NORMAL
906,0,256,25.02,25.02,NORMAL
907,0,256,25.02,25.02,NORMAL
908,0,256,25.02,25.02,NORMAL
909,0,256,25.02,25.02,NORMAL
910,0,256,25.02,25.02,NORMAL
911,0,256,25.02,25.02,NORMAL
912,0,256,25.02,25.02,NORMAL
913,0,256,25.02,25.02,NORMAL
914,0,256,25.02,25.02,NORMAL
915,0,256,25.02,25.02,NORMAL
916,0,256,25.02,25.02,NORMAL
917,0,256,25.02,25.02,NORMAL
918,0,256,25.02,25.02,NORMAL
919,0,256,25.02,25.02,NORMAL
920,0,256,25.02,25.02,NORMAL
921,0,256,25.02,25.02,NORMAL
922,0,256,25.02,25.02,NORMAL
923,0,256,25.02,25.02,NORMAL
924,0,256,25.02,25.02,NORMAL
925,0,256,25.02,25.02,NORMAL
926,0,256,25.02,25.02,NORMAL
927,0,256,25.02,25.02,NORMAL
928,0,256,25.02,25.02,NORMAL
929,0,256,25.02,25.02,NORMAL
930,0,256,25.02,25.02,NORMAL
931,0,256,25.02,25.02,NORMAL
932,0,256,25.02,25.02,NORMAL
933,0,256,25.02,25.02,NORMAL
934,0,256,25.02,25.02,NORMAL
935,0,256,25.02,25.02,NORMAL
936,0,256,25.02,25.02,NORMAL
937,0,256,25.02,25.02,NORMAL
938,0,256,25.02,25.02,NORMAL
939,0,256,25.02,25.02,NORMAL
940,0,256,25.02,25.02,NORMAL
941,0,256,25.02,25.02,NORMAL
942,0,256,25.02,25.02,NORMAL
943,0,256,25.02,25.02,NORMAL
944,0,256,25.02,25.02,NORMAL
945,0,256,25.02,25.02,NORMAL
946,0,256,25.02,25.02,NORMAL
947,0,256,25.02,25.02,NORMAL
948,0,256,25.02,25.02,NORMAL
949,0,256,25.02,25.02,NORMAL
950,0,256,25.02,25.02,NORMAL
951,0,256,25.02,25.02,NORMAL
952,0,256,25.02,25.02,NORMAL
953,0,256,25.02,25.02,NORMAL
954,0,356,34.80,34.80,NORMAL
955,0,356,34.80,34.80,NORMAL
956,0,356,34.80,34.80,NORMAL
957,0,356,34.80,34.80,NORMAL
958,0,356,34.80,34.80,NORMAL
959,0,356,34.80,34.80,NORMAL
960,0,356,34.80,34.80,NORMAL
961,0,356,34.80,34.80,NORMAL
962,0,456,44.57,44.57,NORMAL
963,0,456,44.57,44.57,NORMAL
964,0,456,44.57,44.57,NORMAL
965,0,456,44.57,44.57,NORMAL
966,0,456,44.57,44.57,NORMAL
967,0,456,44.57,44.57,NORMAL
968,0,456,44.57,44.57,NORMAL
969,0,456,44.57,44.57,NORMAL
970,0,456,44.57,44.57,NORMAL
971,0,512,50.05,50.05,NORMAL
972,0,512,50.05,50.05,NORMAL
973,0,512,50.05,50.05,NORMAL
974,0,512,50.05,50.05,NORMAL
975,0,512,50.05,50.05,NORMAL
976,0,512,50.05,50.05,NORMAL
977,0,512,50.05,50.05,NORMAL
978,0,512,50.05,50.05,NORMAL
979,0,512,50.05,50.05,NORMAL
980,0,512,50.05,50.05,NORMAL
981,0,512,50.05,50.05,NORMAL
982,0,512,50.05,50.05,NORMAL
983,0,512,50.05,50.05,NORMAL
984,0,512,50.05,50.05,NORMAL
985,0,512,50.05,50.05,NORMAL
986,0,512,50.05,50.05,NORMAL
987,0,512,50.05,50.05,NORMAL
988,0,512,50.05,50.05,NORMAL
989,0,512,50.05,50.05,NORMAL
990,0,512,50.05,50.05,NORMAL
991,0,512,50.05,50.05,NORMAL
992,0,512,50.05,50.05,NORMAL
993,0,512,50.05,50.05,NORMAL
994,0,512,50.05,50.05,NORMAL
995,0,512,50.05,50.05,NORMAL
996,0,512,50.05,50.05,NORMAL
997,0,512,50.05,50.05,NORMAL
998,0,512,50.05,50.05,NORMAL
999,0,512,50.05,50.05,NORMAL
1000,0,512,50.05,50.05,NORMAL
1001,0,512,50.05,50.05,NORMAL
1002,0,512,50.05,50.05,NORMAL
1003,0,512,50.05,50.05,NORMAL
1004,0,512,50.05,50.05,NORMAL
1005,0,512,50.05,50.05,NORMAL
1006,0,512,50.05,50.05,NORMAL
1007,0,512,50.05,50.05,NORMAL
1008,0,512,50.05,50.05,NORMAL
1009,0,512,50.05,50.05,NORMAL
1010,0,512,50.05,50.05,NORMAL
1011,0,512,50.05,50.05,NORMAL
1012,0,512,50.05,50.05,NORMAL
1013,0,512,50.05,50.05,NORMAL
1014,0,512,50.05,50.05,NORMAL
1015,0,512,50.05,50.05,NORMAL
1016,0,512,50.05,50.05,NORMAL
1017,0,512,50.05,50.05,NORMAL
1018,0,512,50.05,50.05,NORMAL
1019,0,512,50.05,50.05,NORMAL
1020,0,512,50.05,50.05,NORMAL
1021,0,512,50.05,50.05,NORMAL
1022,0,512,50.05,50.05,NORMAL
1023,0,512,50.05,50.05,NORMAL
1024,0,512,50.05,50.05,NORMAL
1025,0,512,50.05,50.05,NORMAL
1026,0,512,50.05,50.05,NORMAL
1027,0,512,50.05,50.05,NORMAL
1028,0,512,50.05,50.05,NORMAL
1029,0,512,50.05,50.05,NORMAL
1030,0,512,50.05,50.05,NORMAL
1031,0,512,50.05,50.05,NORMAL
1032,0,512,50.05,50.05,NORMAL
1033,0,512,50.05,50.05,NORMAL
1034,0,512,50.05,50.05,NORMAL
1035,0,512,50.05,50.05,NORMAL
1036,0,512,50.05,50.05,NORMAL
1037,0,512,50.05,50.05,NORMAL
1038,0,512,50.05,50.05,NORMAL
1039,0,512,50.05,50.05,NORMAL
1040,0,512,50.05,50.05,NORMAL
1041,0,512,50.05,50.05,NORMAL
1042,0,512,50.05,50.05,NORMAL
1043,0,512,50.05,50.05,NORMAL
1044,0,512,50.05,50.05,NORMAL
1045,0,512,50.05,50.05,NORMAL
1046,0,512,50.05,50.05,NORMAL
1047,0,512,50.05,50.05,NORMAL
1048,0,512,50.05,50.05,NORMAL
1049,0,512,50.05,50.05,NORMAL
1050,0,512,50.05,50.05,NORMAL
1051,0,512,50.05,50.05,NORMAL
1052,0,512,50.05,50.05,NORMAL
1053,0,512,50.05,50.05,NORMAL
1054,0,512,50.05,50.05,NORMAL
1055,0,512,50.05,50.05,NORMAL
1056,0,512,50.05,50.05,NORMAL
1057,0,512,50.05,50.05,NORMAL
1058,0,512,50.05,50.05,NORMAL
1059,0,512,50.05,50.05,NORMAL
1060,0,512,50.05,50.05,NORMAL
1061,0,512,50.05,50.05,NORMAL
1062,0,512,50.05,50.05,NORMAL
1063,0,512,50.05,50.05,NORMAL
1064,0,512,50.05,50.05,NORMAL
1065,0,512,50.05,50.05,NORMAL
1066,0,512,50.05,50.05,NORMAL
1067,0,512,50.05,50.05,NORMAL
1068,0,512,50.05,50.05,NORMAL
1069,0,512,50.05,50.05,NORMAL
1070,0,512,50.05,50.05,NORMAL
1071,0,512,50.05,50.05,NORMAL
1072,0,512,50.05,50.05,NORMAL
1073,0,512,50.05,50.05,NORMAL
1074,0,512,50.05,50.05,NORMAL
1075,0,512,50.05,50.05,NORMAL
1076,0,512,50.05,50.05,NORMAL
1077,0,512,50.05,50.05,NORMAL
1078,0,512,50.05,50.05,NORMAL
1079,0,512,50.05,50.05,NORMAL
1080,0,512,50.05,50.05,NORMAL
1081,0,512,50.05,50.05,NORMAL
1082,0,512,50.05,50.05,NORMAL
1083,0,512,50.05,50.05,NORMAL
1084,0,512,50.05,50.05,NORMAL
1085,0,512,50.05,50.05,NORMAL
1086,0,512,50.05,50.05,NORMAL
1087,0,512,50.05,50.05,NORMAL
1088,0,512,50.05,50.05,NORMAL
1089,0,512,50.05,50.05,NORMAL
1090,0,512,50.05,50.05,NORMAL
1091,0,512,50.05,50.05,NORMAL
1092,0,512,50.05,50.05,NORMAL
1093,0,512,50.05,50.05,NORMAL
1094,0,512,50.05,50.05,NORMAL
1095,0,512,50.05,50.05,NORMAL
1096,0,512,50.05,50.05,NORMAL
1097,0,512,50.05,50.05,NORMAL
1098,0,512,50.05,50.05,NORMAL
1099,0,512,50.05,50.05,NORMAL
1100,0,512,50.05,50.05,NORMAL
1101,0,512,50.05,50.05,NORMAL
1102,0,512,50.05,50.05,NORMAL
1103,0,512,50.05,50.05,NORMAL
1104,0,512,50.05,50.05,NORMAL
1105,0,512,50.05,50.05,NORMAL
1106,0,512,50.05,50.05,NORMAL
1107,0,512,50.05,50.05,NORMAL
1108,0,512,50.05,50.05,NORMAL
1109,0,512,50.05,50.05,NORMAL
1110,0,512,50.05,50.05,NORMAL
1111,0,512,50.05,50.05,NORMAL
1112,0,512,50.05,50.05,NORMAL
1113,0,512,50.05,50.05,NORMAL
1114,0,512,50.05,50.05,NORMAL
1115,0,512,50.05,50.05,NORMAL
1116,0,512,50.05,50.05,NORMAL
1117,0,512,50.05,50.05,NORMAL
1118,0,512,50.05,50.05,NORMAL
1119,0,512,50.05,50.05,NORMAL
1120,0,512,50.05,50.05,NORMAL
1121,0,512,50.05,50.05,NORMAL
1122,0,512,50.05,50.05,NORMAL
1123,0,512,50.05,50.05,NORMAL
1124,0,512,50.05,50.05,NORMAL
1125,0,512,50.05,50.05,NORMAL
1126,0,512,50.05,50.05,NORMAL
1127,0,512,50.05,50.05,NORMAL
1128,0,512,50.05,50.05,NORMAL
1129,0,512,50.05,50.05,NORMAL
1130,0,512,50.05,50.05,NORMAL
1131,0,512,50.05,50.05,NORMAL
1132,0,512,50.05,50.05,NORMAL
1133,0,512,50.05,50.05,NORMAL
1134,0,512,50.05,50.05,NORMAL
1135,0,512,50.05,50.05,NORMAL
1136,0,512,50.05,50.05,NORMAL
1137,0,512,50.05,50.05,NORMAL
1138,0,512,50.05,50.05,NORMAL
1139,0,512,50.05,50.05,NORMAL
1140,0,512,50.05,50.05,NORMAL
1141,0,512,50.05,50.05,NORMAL
1142,0,512,50.05,50.05,NORMAL
1143,0,512,50.05,50.05,NORMAL
1144,0,512,50.05,50.05,NORMAL
1145,0,512,50.05,50.05,NORMAL
1146,0,512,50.05,50.05,NORMAL
1147,0,512,50.05,50.05,NORMAL
1148,0,512,50.05,50.05,NORMAL
1149,0,512,50.05,50.05,NORMAL
1150,0,512,50.05,50.05,NORMAL
1151,0,512,50.05,50.05,NORMAL
1152,0,512,50.05,50.05,NORMAL
1153,0,512,50.05,50.05,NORMAL
1154,0,512,50.05,50.05,NORMAL
1155,0,512,50.05,50.05,NORMAL
1156,0,512,50.05,50.05,NORMAL
1157,0,512,50.05,50.05,NORMAL
1158,0,512,50.05,50.05,NORMAL
1159,0,512,50.05,50.05,NORMAL
1160,0,512,50.05,50.05,NORMAL
1161,0,512,50.05,50.05,NORMAL
1162,0,512,50.05,50.05,NORMAL
1163,0,512,50.05,50.05,NORMAL
1164,0,512,50.05,50.05,NORMAL
1165,0,512,50.05,50.05,NORMAL
1166,0,512,50.05,50.05,NORMAL
1167,0,512,50.05,50.05,NORMAL
1168,0,512,50.05,50.05,NORMAL
1169,0,512,50.05,50.05,NORMAL
1170,0,512,50.05,50.05,NORMAL
1171,0,512,50.05,50.05,NORMAL
1172,0,512,50.05,50.05,NORMAL
1173,0,512,50.05,50.05,NORMAL
1174,0,512,50.05,50.05,NORMAL
1175,0,512,50.05,50.05,NORMAL
1176,0,512,50.05,50.05,NORMAL
1177,0,512,50.05,50.05,NORMAL
1178,0,512,50.05,50.05,NORMAL
1179,0,512,50.05,50.05,NORMAL
1180,0,512,50.05,50.05,NORMAL
1181,0,512,50.05,50.05,NORMAL
1182,0,512,50.05,50.05,NORMAL
1183,0,512,50.05,50.05,NORMAL
1184,0,512,50.05,50.05,NORMAL
1185,0,512,50.05,50.05,NORMAL
1186,0,512,50.05,50.05,NORMAL
1187,0,512,50.05,50.05,NORMAL
1188,0,512,50.05,50.05,NORMAL
1189,0,512,50.05,50.05,NORMAL
1190,0,512,50.05,50.05,NORMAL
1191,0,512,50.05,50.05,NORMAL
1192,0,512,50.05,50.05,NORMAL
1193,0,512,50.05,50.05,NORMAL
1194,0,512,50.05,50.05,NORMAL
1195,0,512,50.05,50.05,NORMAL
1196,0,512,50.05,50.05,NORMAL
1197,0,512,50.05,50.05,NORMAL
1198,0,512,50.05,50.05,NORMAL
1199,0,512,50.05,50.05,NORMAL
1200,0,512,50.05,50.05,NORMAL
1201,0,512,50.05,50.05,NORMAL
1202,0,512,50.05,50.05,NORMAL
1203,0,512,50.05,50.05,NORMAL
1204,0,512,50.05,50.05,NORMAL
1205,0,512,50.05,50.05,NORMAL
1206,0,512,50.05,50.05,NORMAL
1207,0,512,50.05,50.05,NORMAL
1208,0,512,50.05,50.05,NORMAL
1209,0,512,50.05,50.05,NORMAL
1210,0,512,50.05,50.05,NORMAL
1211,0,512,50.05,50.05,NORMAL
1212,0,512,50.05,50.05,NORMAL
1213,0,512,50.05,50.05,NORMAL
1214,0,512,50.05,50.05,NORMAL
1215,0,512,50.05,50.05,NORMAL
1216,0,512,50.05,50.05,NORMAL
1217,0,512,50.05,50.05,NORMAL
1218,0,512,50.05,50.05,NORMAL
1219,0,512,50.05,50.05,NORMAL
1220,0,512,50.05,50.05,NORMAL
1221,0,512,50.05,50.05,NORMAL
1222,0,512,50.05,50.05,NORMAL
1223,0,512,50.05,50.05,NORMAL
1224,0,512,50.05,50.05,NORMAL
1225,0,512,50.05,50.05,NORMAL
1226,0,512,50.05,50.05,NORMAL
1227,0,512,50.05,50.05,NORMAL
1228,0,512,50.05,50.05,NORMAL
1229,0,512,50.05,50.05,NORMAL
1230,0,512,50.05,50.05,NORMAL
1231,0,512,50.05,50.05,NORMAL
1232,0,512,50.05,50.05,NORMAL
1233,0,512,50.05,50.05,NORMAL
1234,0,512,50.05,50.05,NORMAL
1235,0,512,50.05,50.05,NORMAL
1236,0,512,50.05,50.05,NORMAL
1237,0,512,50.05,50.05,NORMAL
1238,0,512,50.05,50.05,NORMAL
1239,0,512,50.05,50.05,NORMAL
1240,0,512,50.05,50.05,NORMAL
1241,0,512,50.05,50.05,NORMAL
1242,0,512,50.05,50.05,NORMAL
1243,0,512,50.05,50.05,NORMAL
1244,0,512,50.05,50.05,NORMAL
1245,0,512,50.05,50.05,NORMAL
1246,0,512,50.05,50.05,NORMAL
1247,0,512,50.05,50.05,NORMAL
1248,0,512,50.05,50.05,NORMAL
1249,0,512,50.05,50.05,NORMAL
1250,0,512,50.05,50.05,NORMAL
1251,0,512,50.05,50.05,NORMAL
1252,0,512,50.05,50.05,NORMAL
1253,0,512,50.05,50.05,NORMAL
1254,0,512,50.05,50.05,NORMAL
1255,0,512,50.05,50.05,NORMAL
1256,0,512,50.05,50.05,NORMAL
1257,0,512,50.05,50.05,NORMAL
1258,0,512,50.05,50.05,NORMAL
1259,0,512,50.05,50.05,NORMAL
1260,0,512,50.05,50.05,NORMAL
1261,0,512,50.05,50.05,NORMAL
1262,0,512,50.05,50.05,NORMAL
1263,0,512,50.05,50.05,NORMAL
1264,0,512,50.05,50.05,NORMAL
1265,0,512,50.05,50.05,NORMAL
1266,0,512,50.05,50.05,NORMAL
1267,0,512,50.05,50.05,NORMAL
1268,0,512,50.05,50.05,NORMAL
1269,0,512,50.05,50.05,NORMAL
1270,0,512,50.05,50.05,NORMAL
1271,0,512,50.05,50.05,NORMAL
1272,0,512,50.05,50.05,NORMAL
1273,0,512,50.05,50.05,NORMAL
1274,0,512,50.05,50.05,NORMAL
1275,0,512,50.05,50.05,NORMAL
1276,0,512,50.05,50.05,NORMAL
1277,0,512,50.05,50.05,NORMAL
1278,0,512,50.05,50.05,NORMAL
1279,0,512,50.05,50.05,NORMAL
1280,0,512,50.05,50.05,NORMAL
1281,0,512,50.05,50.05,NORMAL
1282,0,512,50.05,50.05,NORMAL
1283,0,512,50.05,50.05,NORMAL
1284,0,512,50.05,50.05,NORMAL
1285,0,512,50.05,50.05,NORMAL
1286,0,512,50.05,50.05,NORMAL
1287,0,512,50.05,50.05,NORMAL
1288,0,512,50.05,50.05,NORMAL
1289,0,512,50.05,50.05,NORMAL
1290,0,512,50.05,50.05,NORMAL
1291,0,512,50.05,50.05,NORMAL
1292,0,512,50.05,50.05,NORMAL
1293,0,512,50.05,50.05,NORMAL
1294,0,512,50.05,50.05,NORMAL
1295,0,512,50.05,50.05,NORMAL
1296,0,512,50.05,50.05,NORMAL
1297,0,512,50.05,50.05,NORMAL
1298,0,512,50.05,50.05,NORMAL
1299,0,512,50.05,50.05,NORMAL
1300,0,512,50.05,50.05,NORMAL
1301,0,512,50.05,50.05,NORMAL
1302,0,512,50.05,50.05,NORMAL
1303,0,512,50.05,50.05,NORMAL
1304,0,512,50.05,50.05,NORMAL
1305,0,512,50.05,50.05,NORMAL
1306,0,512,50.05,50.05,NORMAL
1307,0,512,50.05,50.05,NORMAL
1308,0,512,50.05,50.05,NORMAL
1309,0,512,50.05,50.05,NORMAL
1310,0,512,50.05,50.05,NORMAL
1311,0,512,50.05,50.05,NORMAL
1312,0,512,50.05,50.05,NORMAL
1313,0,512,50.05,50.05,NORMAL
1314,0,512,50.05,50.05,NORMAL
1315,0,512,50.05,50.05,NORMAL
1316,0,512,50.05,50.05,NORMAL
1317,0,512,50.05,50.05,NORMAL
1318,0,512,50.05,50.05,NORMAL
1319,0,512,50.05,50.05,NORMAL
1320,0,512,50.05,50.05,NORMAL
1321,0,512,50.05,50.05,NORMAL
1322,0,512,50.05,50.05,NORMAL
1323,0,512,50.05,50.05,NORMAL
1324,0,512,50.05,50.05,NORMAL
1325,0,512,50.05,50.05,NORMAL
1326,0,512,50.05,50.05,NORMAL
1327,0,512,50.05,50.05,NORMAL
1328,0,512,50.05,50.05,NORMAL
1329,0,512,50.05,50.05,NORMAL
1330,0,512,50.05,50.05,NORMAL
1331,0,512,50.05,50.05,NORMAL
1332,0,512,50.05,50.05,NORMAL
1333,0,512,50.05,50.05,NORMAL
1334,0,512,50.05,50.05,NORMAL
1335,0,512,50.05,50.05,NORMAL
1336,0,512,50.05,50.05,NORMAL
1337,0,512,50.05,50.05,NORMAL
1338,0,512,50.05,50.05,NORMAL
1339,0,512,50.05,50.05,NORMAL
1340,0,512,50.05,50.05,NORMAL
1341,0,512,50.05,50.05,NORMAL
1342,0,512,50.05,50.05,NORMAL
1343,0,512,50.05,50.05,NORMAL
1344,0,512,50.05,50.05,NORMAL
1345,0,512,50.05,50.05,NORMAL
1346,0,512,50.05,50.05,NORMAL
1347,0,512,50.05,50.05,NORMAL
1348,0,512,50.05,50.05,NORMAL
1349,0,512,50.05,50.05,NORMAL
1350,0,512,50.05,50.05,NORMAL
1351,0,512,50.05,50.05,NORMAL
1352,0,512,50.05,50.05,NORMAL
1353,0,512,50.05,50.05,NORMAL
1354,0,512,50.05,50.05,NORMAL
1355,0,512,50.05,50.05,NORMAL
1356,0,512,50.05,50.05,NORMAL
1357,0,512,50.05,50.05,NORMAL
1358,0,512,50.05,50.05,NORMAL
1359,0,512,50.05,50.05,NORMAL
1360,0,512,50.05,50.05,NORMAL
1361,0,512,50.05,50.05,NORMAL
1362,0,512,50.05,50.05,NORMAL
1363,0,512,50.05,50.05,NORMAL
1364,0,512,50.05,50.05,NORMAL
1365,0,512,50.05,50.05,NORMAL
1366,0,512,50.05,50.05,NORMAL
1367,0,512,50.05,50.05,NORMAL
